DADOS DE NEGOCIAÇÃO /  TRADING DATA
Volume Total (R$ milhões) /Total Volume (BRL million)
Mês/Month;À vista / Cash Market;Termo / Forward Market;Opções / Options Market;Em bloco / Block Lot;Total
jan/Jan/26;644900,524857672277;1862,793731321880;29861,437832708618;1310,558828000000;677935,315249702775
fev/Feb/26;641460,797956765447;1366,361232221900;30120,968738687267;1513,544147012500;674461,672074687113
mar/Mar/26;774649,284619426628;2253,970255064250;36522,766901460281;2694,588614500000;816120,610390451159
abr/Apr/26;704760,931549552531;2467,910757480000;27456,227947340593;4267,548355820000;738952,618610193124
mai/May/26;604245,013583261930;1414,961117040000;20269,619579180000;3257,094427440000;629186,688706921930
jun/Jun/26;587524,050794346660;1676,308732350000;25520,508593570000;4998,445284620000;619719,313404886660
jul/Jul/26;495177,469364389860;1530,171492670000;17213,281137660000;5069,605971380000;518990,527966099860
ago/Aug/26;377991,692252620000;1430,682856610000;19485,239518160000;5824,899883680000;404732,514511070000
2026(*);4830709,764978035333;14003,160174758030;206450,050248766759;28936,285512452500;5080099,260914012621
(*) Até dia 20 ago - Until Aug 20
ANOS ANTERIORES /  PREVIOUS YEARS
Ano / Year;À vista / Cash Market;Termo / Forward Market;Opções / Options Market;Em bloco / Block Lot;Total
2025;5858831,853355309215;22934,706518889670;195282,336752027100;15585,518385000000;6092634,415011225985
2024;5826472,922512038740;28706,684863900000;176750,319959060000;6572,145484000000;6038502,072818998740
2023;6025491,852861311140;28509,459531920000;160838,451213330000;174,019718000000;6215013,783324561140
Volume Médio Diário /  Average Daily Trading Value
Mês/Month;R$ Milhões / BRL million;Variation %;US$ Milhões / USD million;Variation %
jan/Jan/26;32282,634059509655;0,00;6172,469753830645;0,00
fev/Feb/26;37470,092893038172;16,07;7276,452644536008;17,89
mar/Mar/26;37096,391381384143;-1,00;7107,405330379765;-2,32
abr/Apr/26;36947,630930509656;-0,40;7406,412807302581;4,21
mai/May/26;31459,334435346096;-14,85;6221,071097974272;-16,00
jun/Jun/26;29510,443495470793;-6,19;5700,738611341574;-8,36
jul/Jul/26;22564,805563743472;-23,54;4444,252961956842;-22,04
ago/Aug/26;28909,465322219285;28,12;5574,305912270889;25,43
2026(*);31950,309817069261;31,10;6160,639739514338;39,10
(*) Até dia 20 ago - Until Aug 20
     
ANOS ANTERIORES /  PREVIOUS YEARS
Ano / Year;R$ Milhões / BRL million;Variation %;US$ Milhões / USD million;Variation %
2025;24370,537660044903;1,30;4429,074160374546;14,00
2024;24057,777182545811;-4,00;3885,111700425659;-24,95
2023;25060,539448889359;-16,03;5176,407049529952;-9,50
     
Nº de Negócios Total /  Total number of trades
Mês/Month;À vista / Cash Market;Termo / Forward Market;Opções / Options Market;Em bloco / Block Lot;Total
jan/Jan/26;75298241;8197;12145832;84;87452354
fev/Feb/26;66583174;11397;9548648;82;76143301
mar/Mar/26;79592199;7911;11690519;249;91290878
abr/Apr/26;67182833;7628;9008348;282;76199091
mai/May/26;67172827;7332;7842659;267;75023085
jun/Jun/26;64759492;7163;7231806;353;71998814
jul/Jul/26;63091654;10506;7468877;420;70571457
ago/Aug/26;47502690;6040;5161343;326;52670399
2026(*);531183110;66174;70098032;2063;601349379
(*) Até dia 20 ago - Until Aug 20
ANOS ANTERIORES /  PREVIOUS YEARS
Ano / Year;À vista / Cash Market;Termo / Forward Market;Opções / Options Market;Em bloco / Block Lot;Total
2025;794871952;125845;113291717;824;908290338
2024;856946668;180690;85443576;451;942571385
2023;840742315;226319;73704856;69;914673559
Nº de Negócios Médio Diário /  Daily Average Nº of Trades
Período / Period;Negócios / Trades;Variation %
jan/Jan/26;4164397;0,00
fev/Feb/26;4230183;1,58
mar/Mar/26;4149585;-1,91
abr/Apr/26;3809954;-8,18
mai/May/26;3751154;-1,54
jun/Jun/26;3428514;-8,60
jul/Jul/26;3068324;-10,51
ago/Aug/26;3762171;22,61
2026(*);3782071;4,10
(*) Até dia 20 ago - Until Aug 20
     
ANOS ANTERIORES /  PREVIOUS YEARS
Ano / Year;Negócios / Trades;Variation %
2025;3633161;-3,25
2024;3755264;1,82
2023;3688199;-7,22
     
PARTICIPAÇÃO DOS INVESTIDORES /  PARTICIPATION BY INVESTOR TYPE
Fatia de investidores mês a mês /Monthly Participation by Investor Type
Mês Tipo Invest.;Pes.Físicas**;Institucionais;Estrangeiro;Inst.Financ.;Outros***
Month Investor Type;Individuals;Institutions;Foreign;Financial Instit.;Others
Jan/Jan/2026;11,8%;24,4%;60,2%;3,0%;0,6%
Fev/Feb/2026;11,2%;23,4%;62,1%;2,7%;0,6%
Mar/Mar/2026;11,0%;23,7%;62,1%;2,6%;0,7%
Abr/Apr/2026;10,4%;25,9%;60,3%;2,8%;0,6%
Mai/May/2026;10,2%;23,9%;61,5%;3,3%;1,1%
Jun/Jun/2026;9,8%;27,3%;58,5%;3,4%;1,0%
Jul/Jul/2026;11,9%;24,9%;59,7%;2,7%;0,9%
Ago/Aug/2026;11,3%;26,1%;58,3%;3,3%;1,0%
